,name,size,monster_type,alignment,ac,hp,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,senses,languages,cr,str_save,dex_save,con_save,int_save,wis_save,cha_save,speed,swim,fly,climb,burrow,number_legendary_actions,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,info,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,legend_action_1,legend_action_2,legend_action_3,legend_action_4,legend_action_5
61,Chimera,Large,Monstrosity,chaotic evil,14,114,19,4,11,0,19,4,3,-4,14,2,10,0,"Darkvision 60 Ft., passive Perception 18",Understands Draconic But Can't Speak,6,,,,,,,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Multiattack. The chimera makes three attacks: one with its bite, one with its horns, and one with its claws. When its fire breath is available, it can use the breath in place of its bite or horns.","Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) piercing damage.","Horns. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (1d12 + 4) bludgeoning damage.","Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) slashing damage.","Fire Breath (Recharge 5-6). The dragon head exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 31 (7d8) fire damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,
62,Chuul,Large,Aberration,chaotic evil,16,93,19,4,10,0,16,3,5,-3,11,0,5,-3,"Darkvision 60 Ft., passive Perception 14",Understands Deep Speech But Can't Speak,4,,,,,,,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amphibious. The chuul can breathe air and water. | Sense Magic. The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn't itself magical.,"Multiattack. The chuul makes two pincer attacks. If the chuul is grappling a creature, the chuul can also use its tentacles once.","Pincer. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: (2d6 + 4) bludgeoning damage. The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn't have two other creatures grappled","Tentacles. One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,,
63,Clay Golem,Large,Construct,unaligned,14,133,20,5,9,-1,18,4,3,-4,8,-1,1,-5,"Darkvision 60 Ft., passive Perception 9",Understands The Languages Of Its Creator But Can't Speak,9,,,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acid Absorption. Whenever the golem is subjected to acid damage, it takes no damage and instead regains a number of hit points equal to the acid damage dealt. | Berserk. Whenever the golem starts its turn with 60 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points. | Immutable Form. The golem is immune to any spell or effect that would alter its form. | Magic Resistance. The golem has advantage on saving throws against spells and other magical effects. | Magic Weapons. The golem's weapon attacks are magical.",Multiattack. The golem makes two slam attacks.,"Slam. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: (2d10 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or have its hit point maximum reduced by an amount equal to the damage taken. The target dies if this attack reduces its hit point maximum to 0. The reduction lasts until removed by the greater restoration spell or other magic","Haste (Recharge 5-6). Until the end of its next turn, the golem magically gains a +2 bonus to its AC, has advantage on Dexterity saving throws, and can use its slam attack as a bonus action.",,,,,,,,,,,,
64,Cloaker,Large,Aberration,chaotic neutral,14,78,17,3,15,2,12,1,13,1,12,1,14,2,"Darkvision 60 Ft., passive Perception 11","Deep Speech, Undercommon",8,,,,,,,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Damage Transfer. While attached to a creature, the cloaker takes only half the damage dealt to it (rounded down). and that creature takes the other half. | False Appearance. While the cloaker remains motionless without its underside exposed, it is indistinguishable from a dark leather cloak. | Light Sensitivity. While in bright light, the cloaker has disadvantage on attack rolls and Wisdom (Perception) checks that rely on sight.",Multiattack. The cloaker makes two attacks: one with its bite and one with its tail.,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: (2d6 + 3) piercing damage. If the target is large or smaller, the cloaker attaches to it. If the cloaker has advantage against the target, the cloaker attaches to the target's head, and the target is blinded and unable to breathe while the cloaker is attached. While attached, the cloaker can make this attack only against the target and has advantage on the attack roll. The cloaker can detach itself by spending 5 feet of its movement. A creature, including the target, can take its action to detach the cloaker by succeeding on a DC 16 Strength check.","Tail. Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. Hit: (1d8 + 3) slashing damage.","Moan. Each creature within 60 feet of the cloaker that can hear its moan and that isn't an aberration must succeed on a DC 13 Wisdom saving throw or become frightened until the end of the cloaker's next turn. If a creature's saving throw is successful, the creature is immune to the cloaker's moan for the next 24 hours.","Phantasms (Recharges after a Short or Long Rest). The cloaker magically creates three illusory duplicates of itself if it isn't in bright light. The duplicates move with it and mimic its actions, shifting position so as to make it impossible to track which cloaker is the real one. If the cloaker is ever in an area of bright light, the duplicates disappear. Whenever any creature targets the cloaker with an attack or a harmful spell while a duplicate remains, that creature rolls randomly to determine whether it targets the cloaker or one of the duplicates. A creature is unaffected by this magical effect if it can't see or if it relies on senses other than sight. A duplicate has the cloaker's AC and uses its saving throws. If an attack hits a duplicate, or if a duplicate fails a saving throw against an effect that deals damage, the duplicate disappears.",,,,,,,,,,
65,Cloud Giant,Huge,Giant,neutral good (50%) or neutral evil (50%),14,200,27,8,10,0,22,6,12,1,16,3,16,3,passive Perception 17,"Common, Giant",9,,,+10,,+7,+7,40,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,"Keen Smell. The giant has advantage on Wisdom (Perception) checks that rely on smell. | Innate Spellcasting. The giant's innate spellcasting ability is Charisma. It can innately cast the following spells, requiring no material components: |  | At will: detect magic, fog cloud, light | 3/day each: feather fall, fly, misty step, telekinesis | 1/day each: control weather, gaseous form",Multiattack. The giant makes two morningstar attacks.,"Morningstar. Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: (3d8 + 8) piercing damage.","Rock. Ranged Weapon Attack: +12 to hit, reach 60/240 ft., one target. Hit: (4d10 + 8) bludgeoning damage.",,,,,,,,,,,,
66,Cockatrice,Small,Monstrosity,unaligned,11,27,6,-2,12,1,12,1,2,-4,13,1,5,-3,,,1/2,,,,,,,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: (1d4 + 1) piercing damage. The target must succeed on a dc 11 constitution saving throw against being magically petrified On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours",,,,,,,,,,,,,,
67,Commoner,Medium,Humanoid (any race),any alignment,10,4,10,0,10,0,10,0,10,0,10,0,10,0,,Any One Language (Usually Common),0,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: (1d4) bludgeoning damage.",,,,,,,,,,,,,,
68,Constrictor Snake,Large,Beast,unaligned,12,13,15,2,14,2,12,1,1,-5,10,0,3,-4,,,1/4,,,,,,,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d6 + 2) piercing damage.","Constrict. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d8 + 2) bludgeoning damage. The target is grappled (escape dc 14) Until this grapple ends, the creature is restrained, and the snake can't constrict another target",,,,,,,,,,,,,
69,Copper Dragon Wyrmling,Medium,Dragon,chaotic good,16,22,15,2,12,1,13,1,14,2,11,0,13,1,"Blindsight 10 Ft., Darkvision 60 Ft., passive Perception 14",Draconic,1,,+3,+3,,+2,+3,30,0,60,30,0,0,0,4,3,0,0,0,0,0,0,0,0,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d10 + 2) piercing damage.","Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. Acid Breath. The dragon exhales acid in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 18 (4d8) acid damage on a failed save, or half as much damage on a successful one. Slowing Breath. The dragon exhales gas in a 15-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",,,,,,,,,,,,,
70,Couatl,Medium,Celestial,lawful good,19,97,16,3,20,5,17,3,18,4,20,5,18,4,"Truesight 120 Ft., passive Perception 15","All, Telepathy 120 Ft.",4,,,+5,,+7,+6,30,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Innate Spellcasting. The couatl's spellcasting ability is Charisma (spell save DC 14). It can innately cast the following spells, requiring only verbal components: At will: detect evil and good, detect magic, detect thoughts 3/day each: bless, create food and water, cure wounds, lesser restoration, protection from poison, sanctuary, shield 1/day each: dream, greater restoration, scrying | Magic Weapons. The couatl's weapon attacks are magical. | Shielded Mind. The couatl is immune to scrying and to any effect that would sense its emotions, read its thoughts, or detect its location.","Bite. Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: (1d6 + 5) piercing damage. The target must succeed on a dc 13 constitution saving throw or be poisoned for 24 hours Until this poison ends, the target is unconscious. Another creature can use an action to shake the target awake","Constrict. Melee Weapon Attack: +6 to hit, reach 10 ft., one medium or smaller creature. Hit: (2d6 + 3) bludgeoning damage. The target is grappled (escape dc 15) Until this grapple ends, the target is restrained, and the couatl can't constrict another target","Change Shape. The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice). In a new form, the couatl retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and other actions are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks. If the new form has a bite attack, the couatl can use its bite in that form.",,,,,,,,,,,,
71,Crab,Tiny,Beast,unaligned,11,2,2,-4,11,0,10,0,1,-5,8,-1,2,-4,"Blindsight 30 Ft., passive Perception 9",,0,,,,,,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amphibious. The crab can breathe air and water.,"Claw. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: (1d1) bludgeoning damage.",,,,,,,,,,,,,,
72,Crocodile,Large,Beast,unaligned,12,19,15,2,10,0,13,1,2,-4,10,0,5,-3,passive Perception 10,,1/2,,,,,,,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hold Breath. The crocodile can hold its breath for 15 minutes.,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d10 + 2) piercing damage. The target is grappled (escape dc 12) Until this grapple ends, the target is restrained, and the crocodile can't bite another target",,,,,,,,,,,,,,
73,Cult Fanatic,Medium,Humanoid (any race),any non-good alignment,13,33,11,0,14,2,12,1,10,0,13,1,14,2,passive Perception 11,Any One Language (Usually Common),2,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dark Devotion. The fanatic has advantage on saving throws against being charmed or frightened. | Spellcasting. The fanatic is a 4th-level spellcaster. Its spell casting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). The fanatic has the following cleric spells prepared: |  | Cantrips (at will): light, sacred flame, thaumaturgy | • 1st level (4 slots): command, inflict wounds, shield of faith | • 2nd level (3 slots): hold person, spiritual weapon",Multiattack. The fanatic makes two melee attacks.,"Dagger. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: (1d4 + 2) piercing damage.","Dagger. Ranged Weapon Attack: +4 to hit, reach 20/60 ft., one creature. Hit: (1d4 + 2) piercing damage.",,,,,,,,,,,,
74,Cultist,Medium,Humanoid (any race),any non-good alignment,12,9,11,0,12,1,10,0,10,0,11,0,10,0,passive Perception 10,Any One Language (Usually Common),1/8,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark Devotion. The cultist has advantage on saving throws against being charmed or frightened.,"Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: (1d6 + 1) slashing damage.",,,,,,,,,,,,,,
75,Darkmantle,Small,Monstrosity,unaligned,11,22,16,3,12,1,13,1,2,-4,10,0,5,-3,"Blindsight 60 Ft., passive Perception 10",,1/2,,,,,,,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Echolocation. The darkmantle can't use its blindsight while deafened. | False Appearance. While the darkmantle remains motionless, it is indistinguishable from a cave formation such as a stalactite or stalagmite.","Crush. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: (1d6 + 3) bludgeoning damage. The darkmantle attaches to the target If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way.","While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target.","A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the darkmantle can detach itself from the target by using 5 feet of movement","Darkness Aura (1/day). A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the darkmantle maintains concentration, up to 10 minutes (as if concentrating on a spell). Darkvision can't penetrate this darkness, and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.",,,,,,,,,,,
76,Death Dog,Medium,Monstrosity,neutral evil,12,39,15,2,14,2,14,2,3,-4,13,1,6,-2,"Darkvision 120 Ft., passive Perception 15",,1,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two-Headed. The dog has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, or knocked unconscious.",Multiattack. The dog makes two bite attacks.,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d6 + 2) piercing damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the creature must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. This reduction lasts until the disease is cured. The creature dies if the disease reduces its hit point maximum to 0",,,,,,,,,,,,,
77,Deep Gnome (Svirfneblin),Small,Humanoid (gnome),neutral good,15,16,15,2,14,2,14,2,12,1,10,0,9,-1,"darkvision 120 ft., passive Perception 12","Gnomish, Terran, Undercommon",1/2,,,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stone Camouflage. The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. | Gnome Cunning. The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic. | Innate Spellcasting. The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components: |  | At will: nondetection (self only) | 1/day each: blindness deafness, blur, disguise self","War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (1d8 + 2) piercing damage.","Poisoned Dart. Ranged Weapon Attack: +4 to hit, reach 30/120 ft., one creature. Hit: (1d4 + 2) piercing damage. The target must succeed on a dc 12 constitution saving throw or be poisoned for 1 minute The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success",,,,,,,,,,,,,
